S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at,CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,PO4,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),Fe (ppm),As (ppb),U (ppb),coordinate_flag,NO3_extreme_flag
10814.0,Haryana,Hisar,Basra,75.525,29.2167,2023.0,7.63,445.0,0.0,164.0,71.0,1.0,0.0,3.0,0.0,200.0,39.0,25.0,16.0,9.0,0.62,1.45,5.08,,
10813.0,Haryana,Hisar,Saharwa,75.7379,28.9229,2023.0,7.58,1247.0,0.0,476.0,163.0,1.4,26.0,9.0,0.0,240.0,8.0,54.0,132.0,114.0,0.03,2.67,1.58,,
10812.0,Haryana,Hisar,Raipur,75.8235,29.1423,2023.0,8.04,941.0,0.0,305.0,99.0,1.2,124.0,0.0,0.0,440.0,88.0,54.0,46.0,2.0,0.07,1.32,110.91,,
10811.0,Haryana,Hisar,Kuleri,75.6602,29.3605,2023.0,7.59,2969.0,0.0,464.0,604.0,0.75,137.0,25.0,0.0,1140.0,88.0,224.0,122.0,11.0,0.1,0.28,6.63,,
10810.0,Haryana,Hisar,Kharkari,75.8713,29.2032,2023.0,7.72,3937.0,0.0,427.0,795.0,1.5,434.0,25.0,0.0,1120.0,120.0,199.0,368.0,7.0,0.54,0.22,2.4,,
10809.0,Haryana,Hisar,Dobeta,75.7776,28.95,2023.0,7.69,3778.0,0.0,366.0,923.0,0.97,163.0,32.0,0.0,670.0,16.0,153.0,522.0,2.0,0.03,0.89,22.81,,
10808.0,Haryana,Hisar,Daya / Badon Rangraon,75.7415,29.0081,2023.0,7.93,412.0,0.0,148.0,71.0,0.66,0.0,3.0,0.0,180.0,60.0,7.0,21.0,3.0,0.03,0.2,2.5,,
10807.0,Haryana,Hisar,Balawas,75.8222,28.9583,2023.0,7.59,1744.0,0.0,610.0,291.0,1.2,63.0,9.0,0.0,670.0,40.0,139.0,119.0,66.0,0.01,0.44,8.47,,
10806.0,Haryana,Hisar,Rampur Damundi,75.7876,29.4268,2023.0,7.88,1628.0,0.0,293.0,199.0,2.1,302.0,10.0,0.0,610.0,52.0,117.0,112.0,7.0,0.01,0.22,15.44,,
10805.0,Haryana,Hisar,Kirtan,75.5569,29.1395,2023.0,7.42,4707.0,0.0,549.0,1207.0,0.87,257.0,27.0,0.0,1520.0,60.0,333.0,431.0,3.0,0.01,0.21,12.24,,
10804.0,Haryana,Hisar,Hazampur,75.9739,29.0028,2023.0,8.43,1464.0,48.0,586.0,107.0,3.3,78.0,17.0,0.0,270.0,20.0,54.0,231.0,12.0,0.08,0.72,8.07,,
10803.0,Haryana,Hisar,Datta,75.494,29.2675,2023.0,7.86,423.0,0.0,144.0,64.0,0.56,0.0,1.0,0.0,200.0,40.0,24.0,7.0,2.0,0.08,0.63,8.06,,
10802.0,Haryana,Hisar,Bir Hansi (Bir Farm),75.9778,29.1433,2023.0,7.74,2829.0,0.0,305.0,639.0,3.6,128.0,9.0,0.0,800.0,24.0,180.0,241.0,6.0,0.1,1.81,34.42,,
10801.0,Haryana,Hisar,Umra,75.9131,29.0554,2023.0,7.83,1279.0,0.0,342.0,234.0,0.71,0.0,4.0,0.0,400.0,44.0,70.0,78.0,54.0,0.04,0.67,3.48,,
10800.0,Haryana,Hisar,Sorkhi,76.1241,29.0503,2023.0,7.93,2822.0,0.0,586.0,454.0,3.2,89.0,39.0,0.0,540.0,52.0,100.0,346.0,4.0,0.03,0.41,12.92,,
10799.0,Haryana,Hisar,Rajali Cross,75.9103,29.2904,2023.0,7.9,1061.0,0.0,378.0,142.0,0.95,0.0,30.0,0.0,400.0,52.0,66.0,68.0,3.0,0.44,0.29,4.77,,
10798.0,Haryana,Hisar,Khanda Kheri,76.2116,29.194,2023.0,8.02,3326.0,0.0,403.0,589.0,0.84,279.0,19.0,0.0,650.0,48.0,129.0,361.0,16.0,0.03,0.15,9.34,,
10797.0,Haryana,Hisar,Chanaut,75.9208,29.2083,2023.0,7.41,4664.0,0.0,424.0,966.0,0.59,54.0,781.0,0.0,1770.0,236.0,287.0,224.0,62.0,0.03,0.22,9.06,,
10796.0,Haryana,Hisar,Singhwa Khas,76.2268,29.0189,2023.0,8.04,3086.0,0.0,708.0,305.0,4.0,395.0,25.0,0.0,490.0,20.0,107.0,441.0,7.0,0.04,0.36,1.93,,
10795.0,Haryana,Hisar,Bass,74.8125,29.1136,2023.0,7.34,7366.0,0.0,403.0,1775.0,0.61,453.0,27.0,0.0,950.0,24.0,216.0,1104.0,10.0,0.31,0.95,53.64,,
10794.0,Haryana,Hisar,Badchhapar,74.9929,29.1189,2023.0,7.76,2291.0,0.0,268.0,412.0,1.8,257.0,31.0,0.0,400.0,8.0,92.0,319.0,8.0,0.14,0.26,7.76,,
10793.0,Haryana,Hisar,Thurana,76.1124,29.1467,2023.0,8.05,945.0,0.0,207.0,156.0,0.92,71.0,1.0,0.0,300.0,58.0,38.0,70.0,6.0,0.05,0.29,2.48,,
10792.0,Haryana,Hisar,Litani,75.9786,29.4787,2023.0,8.08,4627.0,0.0,756.0,916.0,2.8,178.0,25.0,0.0,550.0,65.0,94.0,743.0,15.0,0.27,0.27,20.72,,
10791.0,Haryana,Hisar,Juglan,75.7911,29.2598,2023.0,7.95,1244.0,0.0,207.0,241.0,1.3,118.0,9.0,0.0,480.0,60.0,80.0,82.0,8.0,0.08,0.33,6.36,,
10790.0,Haryana,Hisar,Gianpura,76.0227,29.3441,2023.0,7.58,6612.0,0.0,451.0,1590.0,1.5,389.0,25.0,0.0,2280.0,184.0,443.0,344.0,35.0,0.13,0.35,14.17,,
10789.0,Haryana,Hisar,Behbalpur,75.7894,29.2833,2023.0,7.44,7126.0,0.0,403.0,1527.0,0.66,864.0,21.0,0.0,2700.0,328.0,457.0,324.0,13.0,0.35,0.08,29.47,,
10818.0,Haryana,Hisar,Dhansu,75.7956,29.2156,2023.0,7.1,4210.0,0.0,427.0,724.0,0.47,594.0,25.0,0.0,1500.0,192.0,248.0,235.0,3.0,0.05,0.12,2.73,,
10853.0,Haryana,Jhajjar,Birdhana,76.7796,28.5171,2023.0,8.45,481.0,24.0,122.0,78.0,0.45,0.0,0.0,0.0,130.0,16.0,22.0,57.0,5.0,0.06,0.67,6.35,,
10819.0,Haryana,Hisar,Hisar,75.7167,29.1542,2023.0,7.73,9364.0,0.0,403.0,2286.0,0.53,522.0,43.0,0.0,1910.0,172.0,360.0,992.0,43.0,0.08,0.07,24.7,,
10821.0,Haryana,Hisar,Mangali,75.7392,29.0369,2023.0,7.79,1602.0,0.0,317.0,320.0,1.7,29.0,65.0,0.0,210.0,40.0,27.0,279.0,3.0,0.01,1.41,10.87,,
10851.0,Haryana,Jhajjar,Wazirpur,76.57,28.6825,2023.0,7.66,2160.0,0.0,683.0,255.0,2.2,103.0,122.0,0.0,741.0,40.0,156.0,144.0,92.0,0.11,0.19,25.39,,
10850.0,Haryana,Jhajjar,Majra Dubhaldhan,76.4944,28.7,2023.0,8.81,193.0,24.0,49.0,14.0,0.7,0.0,0.0,0.0,90.0,16.0,12.0,5.0,4.0,0.04,2.47,1.5,,
10849.0,Haryana,Jhajjar,Dubaldhna,76.485,28.6873,2023.0,8.45,2281.0,24.0,85.0,581.0,0.48,164.0,6.0,0.0,530.0,68.0,88.0,265.0,27.0,0.1,1.95,2.63,,
10848.0,Haryana,Jhajjar,Dhandlah,76.621,28.7555,2023.0,8.55,1118.0,12.0,85.0,220.0,0.5,127.0,1.0,0.0,390.0,20.0,83.0,72.0,5.0,0.05,2.72,2.63,,
10847.0,Haryana,Jhajjar,Chamanpura,76.6333,28.6958,2023.0,8.1,1309.0,0.0,464.0,28.0,2.4,24.0,11.0,0.0,330.0,60.0,44.0,62.0,9.0,0.05,0.99,18.11,,
10846.0,Haryana,Jhajjar,Bigoa,76.4306,28.6722,2023.0,8.08,1626.0,0.0,403.0,184.0,1.8,166.0,24.0,0.0,520.0,140.0,41.0,129.0,6.0,0.04,0.38,12.65,,
10845.0,Haryana,Jhajjar,Sankol,76.8417,28.675,2023.0,8.71,862.0,84.0,159.0,113.0,1.1,0.0,1.0,0.0,240.0,44.0,32.0,87.0,11.0,0.03,0.75,1.27,,
10844.0,Haryana,Jhajjar,Munda Khera,76.8408,28.5179,2023.0,8.47,278.0,12.0,37.0,50.0,0.47,0.0,1.0,0.0,60.0,8.0,10.0,28.0,3.0,0.03,2.0,0.77,,
10842.0,Haryana,Jhajjar,Kulashi,76.91,28.7739,2023.0,8.63,949.0,36.0,281.0,92.0,1.7,31.0,17.0,0.0,310.0,36.0,54.0,65.0,26.0,0.06,0.64,16.89,,
10841.0,Haryana,Jhajjar,Kheri Jat,76.7864,28.5929,2023.0,8.65,373.0,12.0,61.0,64.0,0.54,0.0,1.0,0.0,110.0,12.0,20.0,24.0,4.0,0.03,2.58,0.84,,
10840.0,Haryana,Jhajjar,Gabhana,76.8417,28.5708,2023.0,7.84,6763.0,0.0,500.0,1461.0,1.6,615.0,180.0,0.0,2562.0,148.0,533.0,347.0,56.0,0.06,0.17,66.67,,
10839.0,Haryana,Jhajjar,Dulhera,76.7833,28.65,2023.0,7.66,5413.0,0.0,574.0,1489.0,1.2,70.0,40.0,0.0,1541.0,112.0,306.0,342.0,356.0,0.04,0.27,9.91,,
10838.0,Haryana,Jhajjar,Deasalpur,76.867,28.6453,2023.0,8.67,349.0,12.0,61.0,64.0,0.5,0.0,1.0,0.0,120.0,20.0,17.0,19.0,5.0,0.04,2.2,0.87,,
10837.0,Haryana,Jhajjar,Chhara,76.7167,28.7,2023.0,8.0,823.0,0.0,220.0,85.0,1.8,77.0,7.0,0.0,210.0,32.0,32.0,67.0,39.0,0.08,0.74,19.08,,
10836.0,Haryana,Jhajjar,Asoda Todran,76.8542,28.7597,2023.0,8.18,4333.0,0.0,488.0,950.0,0.26,378.0,16.0,0.0,1371.0,180.0,224.0,373.0,8.0,0.12,0.34,44.53,,
10835.0,Haryana,Hisar,Uklana Mandi,75.8831,29.5063,2023.0,7.68,3306.0,0.0,244.0,675.0,1.5,273.0,25.0,0.0,750.0,80.0,134.0,324.0,17.0,0.03,0.14,10.9,,
10834.0,Haryana,Hisar,Sohu,75.8303,29.4911,2023.0,7.57,2995.0,0.0,437.0,774.0,1.9,123.0,15.0,0.0,1180.0,88.0,233.0,135.0,116.0,0.0,0.25,30.89,,
10833.0,Haryana,Hisar,Lohari Ragho,76.0553,29.2553,2023.0,7.71,5530.0,0.0,293.0,1441.0,0.85,210.0,25.0,0.0,1720.0,140.0,333.0,361.0,28.0,0.02,0.37,2.02,,
10832.0,Haryana,Hisar,Kinnar,76.1315,29.3339,2023.0,7.8,2930.0,0.0,464.0,391.0,0.9,421.0,8.0,0.0,670.0,92.0,107.0,334.0,18.0,0.06,0.55,44.51,,
10831.0,Haryana,Hisar,Kheri Roj,75.4228,29.2566,2023.0,7.93,377.0,0.0,183.0,35.0,0.77,0.0,6.0,0.0,150.0,52.0,49.0,20.0,5.0,0.04,0.53,22.57,,
10830.0,Haryana,Hisar,Kapro,76.084,29.3309,2023.0,7.66,11150.0,0.0,476.0,3152.0,2.9,245.0,25.0,0.0,2140.0,148.0,430.0,1338.0,6.0,0.34,0.01,21.67,,
10829.0,Haryana,Hisar,Rajthal,76.1911,29.256,2023.0,8.01,2035.0,0.0,664.0,241.0,0.94,74.0,1.0,0.0,590.0,52.0,112.0,162.0,16.0,0.35,0.04,20.99,,
10828.0,Haryana,Hisar,Narnaund,76.1275,29.2147,2023.0,7.92,2898.0,0.0,403.0,483.0,1.1,310.0,6.0,0.0,600.0,60.0,109.0,354.0,17.0,0.01,0.11,17.32,,
10827.0,Haryana,Hisar,Moth Majra,76.0975,29.2055,2023.0,8.05,1712.0,0.0,439.0,227.0,1.2,132.0,19.0,0.0,460.0,48.0,83.0,153.0,16.0,0.22,0.3,20.3,,
10826.0,Haryana,Hisar,Khotkalan,76.175,29.3875,2023.0,7.39,293.0,0.0,94.0,47.0,0.58,0.0,1.0,0.0,120.0,12.0,22.0,7.0,3.0,0.02,0.31,2.64,,
10825.0,Haryana,Hisar,Kheri Jalab,76.0842,29.3309,2023.0,7.76,600.0,0.0,213.0,57.0,1.1,59.0,3.0,0.0,180.0,32.0,24.0,57.0,22.0,0.02,1.37,10.03,,
10824.0,Haryana,Hisar,Chaudhary Was,75.6058,29.0117,2023.0,7.93,1131.0,0.0,372.0,227.0,1.3,21.0,1.0,0.0,440.0,51.0,76.0,88.0,24.0,0.04,0.74,18.43,,
10823.0,Haryana,Hisar,Balasmand,75.4916,29.0719,2023.0,7.45,1648.0,0.0,488.0,284.0,0.68,0.0,4.0,0.0,580.0,16.0,131.0,113.0,8.0,0.03,0.29,3.34,,
10822.0,Haryana,Hisar,Mirka,75.7593,29.0781,2023.0,7.96,390.0,0.0,183.0,47.0,0.86,0.0,2.0,0.0,180.0,34.0,23.0,17.0,7.0,0.04,0.18,2.37,,
10820.0,Haryana,Hisar,Kharar-Alipur,75.717,29.1542,2023.0,7.93,7081.0,0.0,464.0,1775.0,1.8,247.0,15.0,0.0,1040.0,72.0,209.0,994.0,19.0,0.07,0.17,31.38,,
10788.0,Haryana,Hisar,Barwala,75.9089,29.3564,2023.0,7.97,1466.0,0.0,403.0,170.0,9.8,42.0,17.0,0.0,290.0,36.0,49.0,171.0,13.0,0.01,2.1,23.43,,
10920.0,Haryana,Jind,Baroda,76.1889,29.4389,2023.0,8.49,1346.0,48.0,256.0,184.0,1.7,98.0,1.0,0.0,230.0,36.0,34.0,170.0,62.0,0.05,0.95,19.48,,
10922.0,Haryana,Jind,Ghaso Kalan,76.434,29.354,2023.0,8.03,2330.0,0.0,464.0,397.0,1.2,185.0,60.0,0.0,681.0,124.0,90.0,240.0,15.0,0.04,0.38,30.26,,
11020.0,Haryana,Karnal,Nilokheri,76.9309,29.8551,2023.0,8.05,865.0,0.0,390.0,92.0,1.7,50.0,6.0,0.0,380.0,28.0,75.0,59.0,6.0,0.2,0.73,39.55,,
11019.0,Haryana,Karnal,Majra Roran,76.7292,29.7875,2023.0,7.92,906.0,0.0,366.0,71.0,0.8,205.0,9.0,0.0,400.0,32.0,78.0,101.0,7.0,0.02,0.71,52.05,,
11018.0,Haryana,Karnal,Karsadod,76.7096,29.8435,2023.0,8.12,1142.0,0.0,512.0,128.0,1.1,0.0,11.0,0.0,360.0,24.0,73.0,111.0,9.0,0.06,0.67,41.32,,
11017.0,Haryana,Karnal,Gholpura,76.7904,29.8255,2023.0,7.9,876.0,0.0,390.0,107.0,0.58,52.0,14.0,0.0,360.0,48.0,58.0,79.0,8.0,0.1,0.36,32.52,,
11016.0,Haryana,Karnal,Amin,76.879,29.9037,2023.0,7.81,604.0,0.0,305.0,57.0,0.68,93.0,1.0,0.0,320.0,64.0,39.0,49.0,6.0,0.13,0.64,24.64,,
11015.0,Haryana,Karnal,Amargarh,76.9874,29.8497,2023.0,8.39,939.0,42.0,500.0,50.0,1.8,5.0,15.0,0.0,420.0,32.0,83.0,66.0,10.0,0.02,0.41,50.7,,
11014.0,Haryana,Karnal,Kurlan,76.75,29.55,2023.0,8.23,791.0,0.0,329.0,64.0,1.3,93.0,0.0,0.0,110.0,32.0,7.0,163.0,2.0,0.04,2.58,17.2,,
11013.0,Haryana,Karnal,Randoli,77.1362,29.8348,2023.0,7.76,539.0,0.0,110.0,50.0,0.39,195.0,0.0,0.0,260.0,36.0,41.0,47.0,5.0,0.06,1.1,21.41,,
11012.0,Haryana,Karnal,Newal,77.0467,29.7239,2023.0,8.06,1301.0,0.0,573.0,107.0,0.68,12.0,27.0,0.0,360.0,64.0,49.0,135.0,7.0,0.03,0.72,44.73,,
11011.0,Haryana,Karnal,Nalvi Kalan,77.0981,29.7008,2023.0,7.8,1208.0,0.0,488.0,64.0,0.59,190.0,12.0,0.0,500.0,36.0,100.0,91.0,6.0,0.04,0.77,38.84,,
8664.0,Uttar Pradesh,Prayagraj,Chanethu,82.2875,25.5078,2023.0,7.97,1690.0,0.0,586.0,135.0,0.6,145.0,22.0,0.0,340.0,40.0,58.0,240.0,3.0,0.37,0.0,23.44,,
11009.0,Haryana,Karnal,Chorpura,77.1167,29.7833,2023.0,8.42,500.0,24.0,220.0,36.0,0.9,0.0,0.0,0.0,120.0,24.0,15.0,70.0,3.0,0.15,3.42,5.72,,
11008.0,Haryana,Karnal,Shekhpura,77.0167,29.7167,2023.0,7.68,650.0,0.0,281.0,43.0,0.52,24.0,0.0,0.0,205.0,36.0,28.0,50.0,4.0,0.03,1.86,23.23,,
11007.0,Haryana,Karnal,Sangoi,77.0297,29.7839,2023.0,8.5,494.0,36.0,244.0,50.0,1.5,0.0,4.0,0.0,190.0,24.0,32.0,65.0,6.0,0.01,0.49,21.09,,
11006.0,Haryana,Karnal,Salarpur,77.0902,29.7859,2023.0,7.62,737.0,0.0,366.0,36.0,2.0,55.0,5.0,0.0,290.0,32.0,51.0,56.0,7.0,0.02,0.59,25.01,,
11005.0,Haryana,Karnal,Ranwar,77.0204,29.644,2023.0,7.93,476.0,0.0,244.0,50.0,1.3,10.0,1.0,0.0,220.0,40.0,29.0,28.0,5.0,0.05,0.72,10.89,,
11004.0,Haryana,Karnal,Mohidinpur,77.0772,29.6489,2023.0,7.96,530.0,0.0,268.0,50.0,1.5,0.0,0.0,0.0,240.0,48.0,29.0,25.0,5.0,0.02,0.74,12.57,,
11003.0,Haryana,Karnal,Karnal Cssri,76.95,29.683,2023.0,7.99,830.0,0.0,464.0,57.0,1.2,0.0,9.0,0.0,260.0,40.0,39.0,96.0,8.0,0.02,0.71,26.44,,
11002.0,Haryana,Karnal,Kairwali,77.0417,29.6222,2023.0,7.94,456.0,0.0,183.0,71.0,1.6,15.0,0.0,0.0,210.0,20.0,85.0,27.0,4.0,0.01,0.68,9.23,,
11001.0,Haryana,Karnal,Bara Gaon,77.066,29.7562,2023.0,8.23,442.0,0.0,195.0,50.0,0.62,45.0,1.0,0.0,120.0,12.0,22.0,74.0,2.0,0.15,3.07,7.48,,
11000.0,Haryana,Karnal,Muradgarh,77.0778,29.8621,2023.0,8.24,557.0,0.0,232.0,50.0,1.3,32.0,2.0,0.0,220.0,48.0,24.0,35.0,5.0,0.03,0.86,17.93,,
10999.0,Haryana,Karnal,Kalri Jagir,77.1333,29.9139,2023.0,7.8,350.0,0.0,207.0,43.0,0.36,22.0,1.0,0.0,220.0,36.0,32.0,15.0,4.0,0.33,1.24,6.65,,
10998.0,Haryana,Karnal,Islamnagar,77.1125,29.925,2023.0,7.92,868.0,0.0,427.0,28.0,0.5,122.0,0.0,0.0,310.0,64.0,36.0,95.0,7.0,5.91,2.98,40.93,,
10997.0,Haryana,Karnal,Indri,77.0558,29.8797,2023.0,7.63,818.0,0.0,281.0,85.0,1.0,92.0,25.0,0.0,370.0,76.0,44.0,44.0,6.0,0.03,0.68,32.24,,
10996.0,Haryana,Karnal,Dhumsi,77.2995,30.1727,2023.0,7.74,799.0,0.0,244.0,36.0,1.2,218.0,6.0,0.0,320.0,40.0,54.0,74.0,7.0,0.03,0.81,31.73,,
10995.0,Haryana,Karnal,Phurlak,74.9333,29.55,2023.0,7.7,746.0,0.0,403.0,71.0,0.54,121.0,7.0,0.0,370.0,40.0,66.0,88.0,5.0,0.05,0.66,19.05,,
10994.0,Haryana,Karnal,Munak,76.8488,29.5215,2023.0,7.31,1061.0,0.0,427.0,92.0,1.8,105.0,15.0,0.0,350.0,52.0,54.0,108.0,21.0,0.33,1.0,41.94,,
10993.0,Haryana,Karnal,Kutail,77.0222,29.5861,2023.0,7.44,950.0,0.0,427.0,71.0,1.1,122.0,21.0,0.0,530.0,40.0,105.0,29.0,8.0,0.03,0.42,57.83,,
10992.0,Haryana,Karnal,Garhi Khajur,77.0506,29.5315,2023.0,7.92,938.0,0.0,403.0,121.0,0.95,50.0,1.0,0.0,420.0,60.0,66.0,59.0,9.0,0.06,0.52,21.03,,
11021.0,Haryana,Karnal,Smana Bahu,76.9134,29.9022,2023.0,7.85,1277.0,0.0,488.0,149.0,0.95,15.0,36.0,0.0,370.0,32.0,71.0,100.0,59.0,0.11,0.69,30.96,,
10991.0,Haryana,Karnal,Gagsina,76.8792,29.5543,2023.0,8.12,773.0,0.0,366.0,50.0,1.0,18.0,24.0,0.0,280.0,40.0,44.0,50.0,20.0,0.02,0.15,4.5,,
11022.0,Haryana,Karnal,Sohlo,76.859,29.8269,2023.0,8.09,762.0,0.0,342.0,64.0,1.1,20.0,7.0,0.0,190.0,28.0,29.0,94.0,6.0,0.03,0.86,27.59,,
11024.0,Haryana,Karnal,Nissing,76.7932,29.6864,2023.0,7.84,1348.0,0.0,647.0,107.0,1.1,0.0,13.0,0.2,490.0,56.0,85.0,86.0,14.0,0.1,1.38,43.55,,
11054.0,Haryana,Kurukshetra,Kumhar Mazra,76.6581,30.1431,2023.0,7.95,804.0,0.0,427.0,43.0,0.72,98.0,3.0,0.0,310.0,40.0,51.0,94.0,5.0,0.02,0.59,33.09,,
11053.0,Haryana,Kurukshetra,Jharauli Khurd,76.7878,30.1472,2023.0,7.67,1106.0,0.0,573.0,57.0,0.75,112.0,2.0,0.0,440.0,48.0,78.0,103.0,9.0,0.1,1.3,53.36,,
11052.0,Haryana,Kurukshetra,Jandheri Part,76.9078,30.1483,2023.0,8.04,928.0,0.0,427.0,71.0,0.53,82.0,1.0,0.0,370.0,48.0,61.0,76.0,6.0,0.07,0.99,48.37,,
11051.0,Haryana,Kurukshetra,Charhuni Jattan,76.8749,30.942,2023.0,8.17,445.0,0.0,244.0,43.0,0.39,30.0,1.0,0.0,110.0,20.0,15.0,85.0,3.0,0.09,2.95,8.66,,
11050.0,Haryana,Kurukshetra,Thana,76.5083,29.9083,2023.0,8.21,943.0,0.0,427.0,71.0,0.58,122.0,14.0,0.0,330.0,20.0,68.0,119.0,6.0,0.0,0.79,37.03,,
11049.0,Haryana,Kurukshetra,Sandholi,76.6285,29.9571,2023.0,7.95,943.0,0.0,488.0,57.0,0.52,105.0,11.0,0.0,400.0,40.0,73.0,89.0,7.0,0.81,0.66,34.92,,
11048.0,Haryana,Kurukshetra,Pehowa,76.58,29.98,2023.0,7.68,717.0,0.0,415.0,36.0,0.63,82.0,1.0,0.0,450.0,20.0,97.0,12.0,6.0,0.02,0.82,30.05,,
11047.0,Haryana,Kurukshetra,Megha Majra,76.7114,30.0906,2023.0,8.42,571.0,12.0,207.0,85.0,0.42,0.0,1.0,0.0,50.0,20.0,0.0,122.0,1.0,0.0,0.01,0.0,,
11046.0,Haryana,Kurukshetra,Isaque,76.4917,30.0167,2023.0,8.04,1456.0,0.0,756.0,99.0,1.2,0.0,13.0,0.0,300.0,40.0,49.0,215.0,9.0,0.06,1.86,33.94,,
11045.0,Haryana,Kurukshetra,Chhajupur,76.6374,30.0156,2023.0,8.04,824.0,0.0,305.0,71.0,0.92,100.0,3.0,0.0,120.0,20.0,17.0,157.0,3.0,0.08,2.03,14.46,,
11044.0,Haryana,Kurukshetra,Bodhni,76.56,30.05,2023.0,8.09,660.0,0.0,403.0,28.0,0.85,0.0,0.0,0.0,130.0,20.0,19.0,111.0,4.0,0.01,2.85,19.74,,
11043.0,Haryana,Kurukshetra,Dabkhera,76.78,29.98,2023.0,7.98,835.0,0.0,390.0,43.0,0.2,157.0,8.0,0.0,450.0,40.0,85.0,43.0,9.0,0.51,0.78,24.87,,
11042.0,Haryana,Kurukshetra,Bhartauli,77.0513,30.0884,2023.0,7.91,607.0,0.0,342.0,57.0,0.63,20.0,2.0,0.0,290.0,60.0,34.0,41.0,7.0,0.11,0.91,21.8,,
11041.0,Haryana,Kurukshetra,Baronda,77.06,29.96,2023.0,7.91,750.0,0.0,415.0,50.0,0.88,0.0,3.0,0.0,210.0,40.0,27.0,95.0,7.0,0.05,0.72,15.07,,
11040.0,Haryana,Kurukshetra,Ban,77.07,29.99,2023.0,7.57,1100.0,0.0,598.0,92.0,0.75,0.0,22.0,0.0,370.0,88.0,36.0,119.0,11.0,0.04,0.55,90.65,,
11039.0,Haryana,Kurukshetra,Thanesar,76.8178,29.954,2023.0,8.02,494.0,0.0,232.0,43.0,0.39,85.0,1.0,0.0,260.0,36.0,41.0,37.0,4.0,0.02,1.08,9.4,,
11038.0,Haryana,Kurukshetra,Shadipur Shahabad,76.8485,30.022,2023.0,7.71,815.0,0.0,281.0,43.0,0.45,110.0,111.0,0.0,350.0,80.0,36.0,64.0,7.0,0.48,0.77,23.87,,
11037.0,Haryana,Kurukshetra,Salpani Khurd,76.7794,30.0766,2023.0,7.73,857.0,0.0,403.0,85.0,0.53,60.0,11.0,0.0,350.0,80.0,36.0,77.0,7.0,0.35,0.47,29.94,,
11036.0,Haryana,Kurukshetra,Pabnawa,76.6582,29.8946,2023.0,7.82,1189.0,0.0,610.0,71.0,1.5,12.0,17.0,0.0,200.0,36.0,27.0,195.0,7.0,0.02,0.84,40.2,,
11035.0,Haryana,Kurukshetra,Kirmach,76.7874,29.899,2023.0,7.89,1160.0,0.0,488.0,128.0,0.57,12.0,12.0,0.0,260.0,36.0,41.0,145.0,23.0,0.03,0.7,34.92,,
11034.0,Haryana,Kurukshetra,Bachki,76.69,30.04,2023.0,7.72,611.0,0.0,305.0,50.0,0.54,72.0,5.0,0.0,270.0,40.0,41.0,59.0,6.0,0.48,1.05,26.04,,
11033.0,Haryana,Kurukshetra,Ramsaran Majra,76.9975,30.0806,2023.0,8.09,525.0,0.0,268.0,50.0,0.47,65.0,1.0,0.0,240.0,24.0,44.0,54.0,6.0,0.06,0.98,14.0,,
11031.0,Haryana,Kurukshetra,Buhawa,76.9855,30.1477,2023.0,7.82,784.0,0.0,451.0,36.0,0.08,65.0,0.0,0.0,350.0,32.0,66.0,63.0,5.0,0.05,0.89,26.9,,
11030.0,Haryana,Kurukshetra,Berthala,76.98,30.13,2023.0,7.94,500.0,0.0,293.0,50.0,0.36,25.0,0.0,0.0,180.0,24.0,29.0,72.0,4.0,0.06,1.24,9.7,,
11029.0,Haryana,Karnal,Hathlana,76.8455,29.6812,2023.0,7.79,843.0,0.0,573.0,64.0,1.8,0.0,8.0,0.0,330.0,48.0,51.0,110.0,7.0,0.03,0.49,37.36,,
11028.0,Haryana,Karnal,Sambhli,76.7914,29.7725,2023.0,8.12,833.0,0.0,561.0,43.0,1.4,9.0,9.0,0.0,270.0,80.0,17.0,120.0,8.0,0.16,0.85,28.77,,
11027.0,Haryana,Karnal,Jundla,76.875,29.65,2023.0,7.85,1203.0,0.0,671.0,57.0,3.5,110.0,17.0,0.0,350.0,28.0,68.0,188.0,10.0,0.02,0.49,44.43,,
11026.0,Haryana,Karnal,Gonder,76.74,29.65,2023.0,7.91,644.0,0.0,293.0,50.0,0.75,93.0,2.0,0.0,170.0,48.0,12.0,110.0,3.0,0.31,7.38,8.4,,
11025.0,Haryana,Karnal,Amupur Chakda,76.7414,29.7739,2023.0,7.51,2800.0,0.0,439.0,348.0,0.48,535.0,26.0,0.0,910.0,184.0,109.0,232.0,16.0,0.14,0.55,39.12,,
11023.0,Haryana,Karnal,Sonkra,76.88,29.7847,2023.0,7.68,1046.0,0.0,610.0,71.0,9.7,50.0,12.0,0.0,300.0,28.0,56.0,177.0,6.0,0.06,0.62,42.17,,
10921.0,Haryana,Jind,Budain,76.1253,29.418,2023.0,8.09,3338.0,0.0,732.0,553.0,1.6,207.0,115.0,0.0,1221.0,72.0,253.0,180.0,90.0,0.07,0.34,45.92,,
10990.0,Haryana,Karnal,Dinger Majra,76.9965,29.5246,2023.0,7.85,774.0,0.0,317.0,28.0,0.68,94.0,8.0,0.0,330.0,44.0,54.0,35.0,5.0,0.04,0.74,23.68,,
