pH,EC_uScm,TDS_mgL,HCO3_mgL,Cl_mgL,F_mgL,SO4,NO3,Total_Hardness_mgL,Ca_mgL,Mg_mgL,Na_mgL,K_mgL,pH_exceed,TDS_mgL_exceed,NO3_exceed,F_mgL_exceed,Cl_mgL_exceed,SO4_exceed,Total_Hardness_mgL_exceed,risk_score,risk_label,Latitude,Longitude,State,District,Location,coordinate_flag
7.02,1035.0,693.45,268.0,109.0,0.78,95.0,60.0,330.0,76.0,34.0,77.0,12.0,0,1,1,0,0,0,1,3,HIGH,18.1276,78.9327,Telangana,Siddipet,Gonepalli,
7.0,1639.0,1098.13,354.0,275.0,1.05,100.0,22.0,514.0,131.0,46.0,97.0,4.0,0,1,0,0,1,0,1,3,HIGH,18.2108,78.8255,Telangana,Siddipet,Gurralagondi,
7.16,930.0,623.1,317.0,47.0,0.55,29.0,96.0,317.0,98.0,18.0,39.0,3.0,0,1,1,0,0,0,1,3,HIGH,17.8986,78.9933,Telangana,Siddipet,Mutsyala-Pz,
7.13,1040.0,696.8000000000001,391.0,64.0,1.27,71.0,41.0,375.0,98.0,32.0,56.0,3.0,0,1,0,0,0,0,1,2,MODERATE,17.9684,79.2531,Telangana,Siddipet,Kondapuram,
7.05,1746.0,1169.8200000000002,574.0,171.0,0.84,55.0,51.0,434.0,78.0,58.0,90.0,139.0,0,1,1,0,0,0,1,3,HIGH,17.7406,78.6299,Telangana,Siddipet,Mulugu,
7.2,920.0,616.4000000000001,415.0,47.0,1.55,33.0,10.0,319.0,91.0,22.0,50.0,5.0,0,1,0,1,0,0,1,3,HIGH,18.0606,78.9234,Telangana,Siddipet,Velkatur1,
7.09,1420.0,951.4,647.0,119.0,0.8,59.0,68.0,305.0,57.0,40.0,201.0,10.0,0,1,1,0,0,0,1,3,HIGH,18.0582,79.0327,Telangana,Siddipet,Nanganoor1,
7.1,1264.0,846.88,488.0,120.0,1.17,45.0,9.0,353.0,76.0,40.0,117.0,2.0,0,1,0,0,0,0,1,2,MODERATE,17.9924,78.7041,Telangana,Siddipet,Rampur (Section Office),
7.0,1240.0,830.8000000000001,500.0,100.0,2.38,47.0,22.0,322.0,50.0,48.0,128.0,2.0,0,1,0,1,0,0,1,3,HIGH,18.2771,79.1108,Telangana,Siddipet,Devakkapalli1,
7.05,1856.0,1243.52,647.0,213.0,1.57,58.0,17.0,432.0,63.0,66.0,233.0,4.0,0,1,0,1,0,0,1,3,HIGH,18.0665,79.0461,Telangana,Siddipet,Nanganur,
7.45,520.0,348.40000000000003,159.0,69.0,0.78,4.0,1.0,130.0,18.0,21.0,46.0,3.0,0,0,0,0,0,0,0,0,SAFE,17.7739,78.6152,Telangana,Siddipet,Wargal,
6.96,1229.0,823.4300000000001,378.0,69.0,1.0,65.0,200.0,481.0,99.0,57.0,47.0,4.0,0,1,1,0,0,0,1,3,HIGH,18.1617,78.8966,Telangana,Siddipet,Chinnakodur,
7.8,278.0,186.26,134.0,26.0,1.11,3.0,2.0,70.0,20.0,5.0,36.0,2.0,0,0,0,0,0,0,0,0,SAFE,17.7033,78.7496,Telangana,Siddipet,Damarakunta,
7.2,843.0,564.8100000000001,268.0,51.0,0.96,36.0,20.0,205.0,50.0,20.0,55.0,3.0,0,1,0,0,0,0,1,2,MODERATE,17.9901,78.564,Telangana,Siddipet,Daulatabad,
6.9,1770.0,1185.9,415.0,194.0,1.02,75.0,220.0,516.0,128.0,48.0,149.0,13.0,0,1,1,0,0,0,1,3,HIGH,18.1743,78.6668,Telangana,Siddipet,Dubbak,
7.2,1039.0,696.13,317.0,80.0,0.55,63.0,120.0,275.0,69.0,25.0,90.0,15.0,0,1,1,0,0,0,1,3,HIGH,17.7686,78.805,Telangana,Siddipet,Jagadevpur,
7.0,1630.0,1092.1,403.0,229.0,2.1,59.0,102.0,384.0,99.0,33.0,165.0,3.0,0,1,1,1,0,0,1,4,HIGH,17.9643,78.714,Telangana,Siddipet,Kistapur,
6.9,1625.0,1088.75,537.0,125.0,1.04,83.0,92.0,405.0,99.0,38.0,143.0,3.0,0,1,1,0,0,0,1,3,HIGH,17.9758,78.8614,Telangana,Siddipet,Kondapak,
7.05,1133.0,759.11,317.0,166.0,1.56,45.0,20.0,333.0,89.0,27.0,83.0,5.0,0,1,0,1,0,0,1,3,HIGH,18.0765,78.674,Telangana,Siddipet,Mirdoddi,
7.05,1560.0,1045.2,439.0,196.0,1.22,85.0,55.0,455.0,115.0,41.0,129.0,5.0,0,1,1,0,0,0,1,3,HIGH,17.88,78.878,Telangana,Siddipet,Posanpalli,
6.6,3230.0,2164.1,427.0,733.0,0.59,81.0,180.0,1262.0,361.0,88.0,96.0,10.0,0,1,1,0,1,0,1,4,HIGH,17.9354,78.6293,Telangana,Siddipet,Raipole,
7.4,1183.0,792.61,391.0,118.0,1.91,20.0,7.0,201.0,43.0,22.0,144.0,4.0,0,1,0,1,0,0,1,3,HIGH,18.0092,78.7203,Telangana,Siddipet,Thoguta,
6.9,1675.0,1122.25,439.0,151.0,0.73,104.0,163.0,552.0,126.0,58.0,90.0,6.0,0,1,1,0,0,0,1,3,HIGH,17.8245,78.8557,Telangana,Siddipet,Watipally,
6.9,1015.0,680.0500000000001,317.0,99.0,1.23,79.0,49.0,374.0,107.0,26.0,45.0,3.0,0,1,1,0,0,0,1,3,HIGH,18.2387,78.9236,Telangana,Siddipet,Alipur,
6.8,1508.0,1010.36,391.0,223.0,1.06,66.0,19.0,446.0,129.0,30.0,100.0,7.0,0,1,0,0,0,0,1,2,MODERATE,18.0641,78.8576,Telangana,Siddipet,G.P. Ponnala,
7.05,1483.0,993.61,513.0,173.0,0.95,53.0,10.0,473.0,140.0,30.0,112.0,5.0,0,1,0,0,0,0,1,2,MODERATE,17.8438,78.6921,Telangana,Siddipet,Gajwel,
6.9,1875.0,1256.25,391.0,211.0,0.78,77.0,190.0,574.0,156.0,45.0,105.0,5.0,0,1,1,0,0,0,1,3,HIGH,18.1758,78.7762,Telangana,Siddipet,Raghavapuram,
7.48,544.0,364.48,183.0,69.0,0.81,4.0,2.0,130.0,20.0,20.0,46.0,3.0,0,0,0,0,0,0,0,0,SAFE,17.7753,78.6224,Telangana,Siddipet,Waragal,
6.92,1205.0,807.35,464.0,43.0,1.06,32.0,150.0,425.0,78.0,56.0,68.0,2.0,0,1,1,0,0,0,1,3,HIGH,17.9044,78.8062,Telangana,Siddipet,Medinipur,
7.01,1028.0,688.76,342.0,23.0,0.55,33.0,149.0,369.0,80.0,41.0,26.0,5.0,0,1,1,0,0,0,1,3,HIGH,17.9341,78.7187,Telangana,Siddipet,Ahimadepur,
7.05,1240.0,830.8000000000001,525.0,95.0,2.2,45.0,20.0,308.0,48.0,46.0,121.0,2.0,0,1,0,1,0,0,1,3,HIGH,18.2771,79.1108,Telangana,Siddipet,Devakkapalli2,
7.2,2519.0,1687.73,574.0,334.0,1.01,141.0,33.0,743.0,165.0,80.0,183.0,69.0,0,1,0,0,1,0,1,3,HIGH,17.053,79.8339,Telangana,Suryapet,Munagala,
7.6,1040.0,696.8000000000001,537.0,65.0,0.66,38.0,3.0,326.0,76.0,33.0,116.0,15.0,0,1,0,0,0,0,1,2,MODERATE,17.3642,79.7187,Telangana,Suryapet,Yerrapahad,
7.6,845.0,566.15,293.0,77.0,0.36,43.0,0.0,276.0,67.0,26.0,70.0,2.0,0,1,0,0,0,0,1,2,MODERATE,16.9317,79.6389,Telangana,Suryapet,Somavaram,
7.5,1136.0,761.12,464.0,83.0,1.14,114.0,6.0,410.0,95.0,42.0,104.0,7.0,0,1,0,0,0,0,1,2,MODERATE,16.8915,79.6916,Telangana,Suryapet,Nereducherla,
7.54,1330.0,891.1,488.0,103.0,2.09,112.0,4.0,432.0,87.0,52.0,121.0,0.0,0,1,0,1,0,0,1,3,HIGH,16.8901,79.9492,Telangana,Suryapet,Yerravaram,
7.6,1051.0,704.1700000000001,232.0,208.0,1.53,10.0,3.0,294.0,66.0,31.0,107.0,19.0,0,1,0,1,0,0,1,3,HIGH,16.9561,79.9719,Telangana,Suryapet,Gudibanda,
7.7,690.0,462.3,244.0,73.0,0.46,39.0,5.0,192.0,33.0,26.0,78.0,4.0,0,0,0,0,0,0,0,0,SAFE,16.9182,79.7314,Telangana,Suryapet,Ponugode,
7.8,558.0,373.86,195.0,61.0,0.51,35.0,1.0,137.0,22.0,20.0,71.0,3.0,0,0,0,0,0,0,0,0,SAFE,17.4124,79.5869,Telangana,Suryapet,Tungaturthi,
7.3,1315.0,881.0500000000001,464.0,170.0,1.62,49.0,8.0,381.0,86.0,41.0,135.0,3.0,0,1,0,1,0,0,1,3,HIGH,17.2823,79.8166,Telangana,Suryapet,Kudli,
7.4,821.0,550.07,354.0,56.0,0.41,42.0,4.0,266.0,66.0,25.0,60.0,2.0,0,1,0,0,0,0,1,2,MODERATE,16.9684,79.8243,Telangana,Suryapet,Jerripotula Gudem1,
7.4,812.0,544.0400000000001,354.0,63.0,0.5,47.0,5.0,286.0,70.0,27.0,68.0,2.0,0,1,0,0,0,0,1,2,MODERATE,16.9684,79.8242,Telangana,Suryapet,Jerripotula Gudem2,
6.85,1250.0,837.5,458.0,127.0,0.38,54.0,98.0,590.0,116.0,74.0,32.0,1.0,0,1,1,0,0,0,1,3,HIGH,17.0472,77.5233,Telangana,Vikarabad,Ravalpalle,
6.85,1690.0,1132.3,537.0,180.0,0.49,92.0,141.0,530.0,136.0,47.0,142.0,54.0,0,1,1,0,0,0,1,3,HIGH,17.1225,77.6678,Telangana,Vikarabad,Ragidimailaram,
7.23,2090.0,1400.3000000000002,854.0,202.0,0.88,147.0,20.0,435.0,60.0,69.0,247.0,146.0,0,1,0,0,0,0,1,2,MODERATE,16.9603,77.5736,Telangana,Vikarabad,Goka Paslabad,
6.85,1800.0,1206.0,537.0,198.0,0.83,140.0,155.0,695.0,188.0,55.0,152.0,8.0,0,1,1,0,0,0,1,3,HIGH,17.0539,77.6528,Telangana,Vikarabad,Hasnabad,
6.9,920.0,616.4000000000001,503.0,44.0,0.74,32.0,16.0,390.0,80.0,47.0,53.0,2.0,0,1,0,0,0,0,1,2,MODERATE,17.1072,77.6264,Telangana,Vikarabad,Kodangal,
7.02,1590.0,1065.3,531.0,104.0,0.33,91.0,223.0,485.0,120.0,46.0,87.0,109.0,0,1,1,0,0,0,1,3,HIGH,17.1519,77.6347,Telangana,Vikarabad,Enkapalli,
7.3,1410.0,944.7,476.0,168.0,1.61,65.0,4.0,538.0,100.0,70.0,84.0,13.0,0,1,0,1,0,0,1,3,HIGH,17.2648,79.6282,Telangana,Suryapet,Kandagatla Pz-2,
7.6,823.0,551.4100000000001,232.0,66.0,0.65,38.0,1.0,172.0,33.0,22.0,82.0,3.0,0,1,0,0,0,0,0,1,MODERATE,16.9985,79.9646,Telangana,Suryapet,Kodad-New,
7.5,706.0,473.02,293.0,58.0,0.61,37.0,2.0,213.0,44.0,25.0,68.0,4.0,0,0,0,0,0,0,1,1,MODERATE,17.2675,79.6259,Telangana,Suryapet,Kandagatla Pz-1,
7.4,967.0,647.89,317.0,121.0,1.56,47.0,9.0,297.0,73.0,28.0,102.0,1.0,0,1,0,1,0,0,1,3,HIGH,17.2272,79.5727,Telangana,Suryapet,Yerkaram,
7.7,1108.0,742.36,537.0,75.0,1.62,21.0,6.0,361.0,64.0,49.0,108.0,5.0,0,1,0,1,0,0,1,3,HIGH,17.3349,79.5171,Telangana,Suryapet,Arvepally-Pz,
7.6,1315.0,881.0500000000001,525.0,94.0,0.5,32.0,12.0,330.0,78.0,33.0,99.0,75.0,0,1,0,0,0,0,1,2,MODERATE,17.4786,79.4339,Telangana,Suryapet,Tirumalagiri-Pz,
7.7,1188.0,795.96,525.0,75.0,1.24,36.0,8.0,258.0,49.0,33.0,164.0,3.0,0,1,0,0,0,0,1,2,MODERATE,17.1328,79.6307,Telangana,Suryapet,Suryapet-Pz,
7.6,1011.0,677.37,439.0,68.0,1.18,33.0,2.0,249.0,56.0,27.0,98.0,7.0,0,1,0,0,0,0,1,2,MODERATE,17.0246,79.6865,Telangana,Suryapet,Penpahad-Pz,
7.4,1052.0,704.84,549.0,55.0,1.51,12.0,2.0,339.0,68.0,41.0,77.0,9.0,0,1,0,1,0,0,1,3,HIGH,17.1707,79.8081,Telangana,Suryapet,Mothey-Pz,
7.18,2764.0,1851.88,488.0,395.0,0.97,191.0,107.0,787.0,200.0,70.0,245.0,8.0,0,1,1,0,1,0,1,4,HIGH,16.8945,79.8713,Telangana,Suryapet,Huzurnagar-Pz,
7.7,1489.0,997.63,586.0,84.0,1.15,51.0,4.0,197.0,41.0,23.0,107.0,197.0,0,1,0,0,0,0,0,1,MODERATE,16.9969,79.9711,Telangana,Suryapet,Kodad-Pz,
7.6,843.0,564.8100000000001,366.0,52.0,0.59,41.0,3.0,286.0,73.0,25.0,56.0,2.0,0,1,0,0,0,0,1,2,MODERATE,17.0579,79.8271,Telangana,Suryapet,Munagala-Pz,
7.5,1210.0,810.7,391.0,128.0,0.84,56.0,16.0,354.0,73.0,42.0,109.0,4.0,0,1,0,0,0,0,1,2,MODERATE,17.0192,79.8791,Telangana,Suryapet,Mukundapuram,
7.0,1437.0,962.79,525.0,124.0,0.37,68.0,33.0,302.0,73.0,29.0,143.0,101.0,0,1,0,0,0,0,1,2,MODERATE,16.9248,79.7329,Telangana,Suryapet,Ponugudu,
7.0,1345.0,901.15,378.0,222.0,1.11,72.0,4.0,327.0,71.0,36.0,182.0,5.0,0,1,0,0,0,0,1,2,MODERATE,17.2045,79.5411,Telangana,Suryapet,Endlalpalle,
7.3,2078.0,1392.26,586.0,262.0,0.21,119.0,95.0,296.0,57.0,38.0,208.0,276.0,0,1,1,0,1,0,1,4,HIGH,17.1698,79.5822,Telangana,Suryapet,Pillalamarri,
7.55,2366.0,1585.22,659.0,275.0,0.22,132.0,83.0,228.0,43.0,30.0,243.0,308.0,0,1,1,0,1,0,1,4,HIGH,17.1649,79.6278,Telangana,Suryapet,Kudakuda,
7.5,1231.0,824.7700000000001,500.0,124.0,1.14,72.0,4.0,332.0,66.0,41.0,156.0,11.0,0,1,0,0,0,0,1,2,MODERATE,17.2352,79.664,Telangana,Suryapet,Nimmakal,
7.3,1529.0,1024.43,476.0,125.0,0.96,113.0,21.0,450.0,115.0,39.0,117.0,3.0,0,1,0,0,0,0,1,2,MODERATE,17.0213,79.6179,Telangana,Suryapet,Dospadu,
7.5,855.0,572.85,342.0,62.0,0.75,61.0,6.0,269.0,61.0,28.0,65.0,1.0,0,1,0,0,0,0,1,2,MODERATE,16.9038,79.7546,Telangana,Suryapet,Appanapet,
7.4,1557.0,1043.19,513.0,193.0,1.36,59.0,22.0,326.0,77.0,33.0,226.0,2.0,0,1,0,0,0,0,1,2,MODERATE,17.1433,79.6065,Telangana,Suryapet,Suryapet,
7.2,2320.0,1554.4,647.0,226.0,1.69,149.0,183.0,568.0,93.0,81.0,276.0,2.0,0,1,1,1,0,0,1,4,HIGH,17.2103,79.5955,Telangana,Suryapet,Balwemla,
6.9,1647.0,1103.49,854.0,39.0,0.81,3.0,5.0,535.0,124.0,55.0,52.0,41.0,0,1,0,0,0,0,1,2,MODERATE,17.9763,78.9799,Telangana,Siddipet,Dommata,
7.25,1015.0,680.0500000000001,342.0,75.0,0.48,40.0,73.0,328.0,99.0,20.0,61.0,5.0,0,1,1,0,0,0,1,3,HIGH,18.1397,78.9142,Telangana,Siddipet,Ramanpatla,
7.2,1286.0,861.62,574.0,56.0,0.37,53.0,4.0,347.0,93.0,28.0,87.0,28.0,0,1,0,0,0,0,1,2,MODERATE,18.1589,78.9813,Telangana,Siddipet,Mallaram,
7.04,240.0,160.8,122.0,8.0,0.47,5.0,3.0,64.0,19.0,4.0,22.0,1.0,0,0,0,0,0,0,0,0,SAFE,17.5618,77.6901,Telangana,Sangareddy,Bilalpur(Pn),
6.6,1120.0,750.4000000000001,427.0,75.0,0.21,71.0,29.0,464.0,126.0,37.0,22.0,0.0,0,1,0,0,0,0,1,2,MODERATE,17.9022,77.8497,Telangana,Sangareddy,Ghatpalli,
6.8,1535.0,1028.45,635.0,132.0,0.27,29.0,29.0,588.0,137.0,60.0,65.0,5.0,0,1,0,0,0,0,1,2,MODERATE,18.0389,77.7722,Telangana,Sangareddy,Narayankhed,
7.2,573.0,383.91,256.0,24.0,0.15,6.0,13.0,197.0,53.0,16.0,18.0,3.0,0,0,0,0,0,0,0,0,SAFE,17.8333,77.7497,Telangana,Sangareddy,Raikod-Pz,
7.0,1140.0,763.8000000000001,439.0,87.0,0.35,22.0,21.0,389.0,90.0,40.0,41.0,3.0,0,1,0,0,0,0,1,2,MODERATE,17.6514,78.2353,Telangana,Sangareddy,Chintala Cheruvu-Pz,
7.3,354.0,237.18,195.0,5.0,0.33,1.0,4.0,135.0,39.0,9.0,13.0,1.0,0,0,0,0,0,0,0,0,SAFE,17.555,78.1188,Telangana,Sangareddy,Cherial,
6.95,919.0,615.73,378.0,51.0,0.6,34.0,19.0,303.0,72.0,30.0,63.0,3.0,0,1,0,0,0,0,1,2,MODERATE,17.6897,77.8661,Telangana,Sangareddy,Munipally,
6.8,5300.0,3551.0,391.0,615.0,0.17,122.0,184.0,802.0,158.0,99.0,312.0,2.0,0,1,1,0,1,0,1,4,HIGH,17.61,77.7172,Telangana,Sangareddy,Kohir,
7.6,380.0,254.6,134.0,26.0,0.17,6.0,11.0,111.0,27.0,10.0,17.0,0.0,0,0,0,0,0,0,0,0,SAFE,17.585,77.6089,Telangana,Sangareddy,Malchalamma,
6.6,280.0,187.6,159.0,7.0,0.1,20.0,1.0,126.0,33.0,10.0,11.0,1.0,0,0,0,0,0,0,0,0,SAFE,17.6328,77.5231,Telangana,Sangareddy,Mannapur,
6.6,326.0,218.42,195.0,5.0,0.41,13.0,3.0,119.0,30.0,11.0,23.0,0.0,0,0,0,0,0,0,0,0,SAFE,17.6997,77.5258,Telangana,Sangareddy,Satwar,
7.0,1048.0,702.1600000000001,525.0,30.0,0.61,76.0,18.0,466.0,85.0,61.0,55.0,1.0,0,1,0,0,0,0,1,2,MODERATE,17.7614,77.7103,Telangana,Sangareddy,Jharasangam-Pz,
6.95,1004.0,672.6800000000001,403.0,11.0,0.99,183.0,9.0,356.0,81.0,38.0,71.0,1.0,0,1,0,0,0,0,1,2,MODERATE,17.7444,77.8106,Telangana,Sangareddy,Tatipally,
7.37,706.0,473.02,183.0,46.0,2.45,26.0,107.0,83.0,29.0,3.0,115.0,2.0,0,0,1,1,0,0,0,2,MODERATE,17.9086,77.6833,Telangana,Sangareddy,Chalki,
7.4,519.0,347.73,146.0,65.0,1.38,1.0,32.0,53.0,18.0,2.0,90.0,1.0,0,0,0,0,0,0,0,0,SAFE,17.985,77.7344,Telangana,Sangareddy,Manur,
6.8,627.0,420.09,354.0,18.0,0.69,25.0,12.0,263.0,67.0,23.0,36.0,1.0,0,0,0,0,0,0,1,1,MODERATE,18.1347,77.7422,Telangana,Sangareddy,Sirgapur,
6.9,1298.0,869.6600000000001,500.0,93.0,0.49,91.0,50.0,564.0,150.0,46.0,71.0,4.0,0,1,1,0,0,0,1,3,HIGH,18.2322,77.7058,Telangana,Sangareddy,Tadkal,
6.6,867.0,580.89,391.0,39.0,0.15,28.0,11.0,323.0,83.0,29.0,29.0,1.0,0,1,0,0,0,0,1,2,MODERATE,17.7261,77.5997,Telangana,Sangareddy,Didigi,
6.8,6625.0,4438.75,732.0,1685.0,1.12,289.0,295.0,1931.0,306.0,284.0,697.0,3.0,0,1,1,0,1,1,1,5,HIGH,18.0955,77.8844,Telangana,Sangareddy,Nizampet,
7.1,1705.0,1142.35,513.0,197.0,0.84,76.0,113.0,628.0,111.0,85.0,110.0,1.0,0,1,1,0,0,0,1,3,HIGH,17.2274,78.202,Telangana,Rangareddy,Hytabad,
7.08,1493.0,1000.31,574.0,132.0,1.16,83.0,61.0,581.0,124.0,66.0,94.0,2.0,0,1,1,0,0,0,1,3,HIGH,17.2317,78.2172,Telangana,Rangareddy,Padda Solipet,
7.2,1158.0,775.86,391.0,103.0,0.5,101.0,14.0,361.0,91.0,33.0,88.0,18.0,0,1,0,0,0,0,1,2,MODERATE,17.3051,78.2473,Telangana,Rangareddy,Kanaka Mamidi,
7.14,1083.0,725.61,488.0,76.0,1.21,28.0,10.0,391.0,91.0,40.0,79.0,3.0,0,1,0,0,0,0,1,2,MODERATE,17.1943,78.6505,Telangana,Rangareddy,Ibrahipatnam,
7.07,1107.0,741.69,427.0,57.0,0.46,44.0,42.0,450.0,97.0,51.0,24.0,3.0,0,1,0,0,0,0,1,2,MODERATE,17.375,78.0602,Telangana,Rangareddy,Tangadpalli,
7.16,963.0,645.21,342.0,58.0,0.35,42.0,51.0,366.0,78.0,42.0,26.0,1.0,0,1,1,0,0,0,1,3,HIGH,17.4608,78.1163,Telangana,Rangareddy,Fatehpur,
7.15,1158.0,775.86,354.0,111.0,0.95,46.0,54.0,353.0,94.0,29.0,91.0,2.0,0,1,1,0,0,0,1,3,HIGH,17.2087,78.2739,Telangana,Rangareddy,Gudur,
7.15,2317.0,1552.39,427.0,342.0,3.85,281.0,26.0,513.0,100.0,64.0,301.0,4.0,0,1,0,1,1,1,1,5,HIGH,17.2879,78.7052,Telangana,Rangareddy,Guntapally,
7.65,502.0,336.34000000000003,171.0,44.0,0.75,39.0,2.0,124.0,28.0,13.0,51.0,9.0,0,0,0,0,0,0,0,0,SAFE,17.37,78.6609,Telangana,Rangareddy,Gowrelly,
7.0,1660.0,1112.2,476.0,157.0,0.58,100.0,120.0,459.0,126.0,36.0,150.0,32.0,0,1,1,0,0,0,1,3,HIGH,17.1629,78.6329,Telangana,Rangareddy,C-Patelgudem,
6.9,3210.0,2150.7000000000003,207.0,481.0,0.77,233.0,590.0,928.0,190.0,110.0,292.0,13.0,0,1,1,0,1,1,1,5,HIGH,17.1442,78.2883,Telangana,Rangareddy,Kothur,
7.29,1788.0,1197.96,476.0,135.0,1.39,92.0,123.0,436.0,77.0,59.0,154.0,24.0,0,1,1,0,0,0,1,3,HIGH,17.0424,78.8338,Telangana,Rangareddy,Loyapalli,
7.25,985.0,659.95,488.0,20.0,1.75,19.0,42.0,433.0,82.0,55.0,29.0,1.0,0,1,0,1,0,0,1,3,HIGH,17.1512,78.7288,Telangana,Rangareddy,Manchal2,
7.17,1094.0,732.98,415.0,90.0,1.12,73.0,37.0,475.0,102.0,53.0,48.0,2.0,0,1,0,0,0,0,1,2,MODERATE,17.1622,78.1333,Telangana,Rangareddy,Sahabad,
7.29,1771.0,1186.5700000000002,561.0,149.0,1.6,100.0,130.0,495.0,85.0,69.0,171.0,25.0,0,1,1,1,0,0,1,4,HIGH,16.9704,78.6793,Telangana,Rangareddy,Kottapalli,
7.25,1363.0,913.21,549.0,105.0,1.26,50.0,35.0,507.0,116.0,53.0,83.0,3.0,0,1,0,0,0,0,1,2,MODERATE,17.3249,78.3272,Telangana,Rangareddy,Moinabad,
7.17,1803.0,1208.01,561.0,146.0,0.49,102.0,113.0,510.0,133.0,43.0,131.0,27.0,0,1,1,0,0,0,1,3,HIGH,17.1086,78.3701,Telangana,Rangareddy,Dubbacherla,
7.14,1225.0,820.75,427.0,117.0,2.63,72.0,43.0,508.0,136.0,41.0,57.0,3.0,0,1,0,1,0,0,1,3,HIGH,17.23,78.7536,Telangana,Rangareddy,D. Mailaram,
7.1,1176.0,787.9200000000001,403.0,81.0,1.14,123.0,49.0,463.0,127.0,35.0,65.0,2.0,0,1,1,0,0,0,1,3,HIGH,17.4309,78.308,Telangana,Rangareddy,Gawaladoddi,
7.04,2132.0,1428.44,635.0,202.0,1.49,192.0,98.0,636.0,147.0,65.0,226.0,4.0,0,1,1,0,0,0,1,3,HIGH,17.337,78.3971,Telangana,Rangareddy,Kismatpur,
7.28,1013.0,678.71,354.0,40.0,0.31,92.0,22.0,448.0,114.0,40.0,14.0,1.0,0,1,0,0,0,0,1,2,MODERATE,17.9211,77.8933,Telangana,Sangareddy,Medikonda,
7.23,956.0,640.52,391.0,48.0,0.56,23.0,24.0,345.0,87.0,31.0,27.0,3.0,0,1,0,0,0,0,1,2,MODERATE,17.8436,77.9761,Telangana,Sangareddy,Talelma,
7.2,928.0,621.76,439.0,49.0,1.26,19.0,21.0,370.0,93.0,34.0,45.0,1.0,0,1,0,0,0,0,1,2,MODERATE,17.7552,78.1651,Telangana,Sangareddy,Hatnoor,
7.06,1002.0,671.34,427.0,49.0,0.4,18.0,19.0,321.0,92.0,22.0,43.0,1.0,0,1,0,0,0,0,1,2,MODERATE,17.6326,78.3303,Telangana,Sangareddy,Jinnaram1,
6.8,1860.0,1246.2,488.0,211.0,1.02,94.0,124.0,492.0,122.0,45.0,176.0,5.0,0,1,1,0,0,0,1,3,HIGH,17.631,78.331,Telangana,Sangareddy,Jinnaram2,
7.0,1000.0,670.0,391.0,35.0,0.75,39.0,10.0,310.0,94.0,19.0,34.0,1.0,0,1,0,0,0,0,1,2,MODERATE,17.7249,78.3599,Telangana,Sangareddy,Nallavally1,
7.0,990.0,663.3000000000001,403.0,33.0,0.75,40.0,7.0,322.0,97.0,19.0,33.0,1.0,0,1,0,0,0,0,1,2,MODERATE,17.7249,78.3598,Telangana,Sangareddy,Nallavally2,
7.1,992.0,664.64,391.0,57.0,1.3,53.0,13.0,350.0,93.0,29.0,53.0,2.0,0,1,0,0,0,0,1,2,MODERATE,17.725,78.3596,Telangana,Sangareddy,Nallavally3,
7.01,991.0,663.97,415.0,59.0,1.42,71.0,14.0,380.0,100.0,32.0,57.0,2.0,0,1,0,0,0,0,1,2,MODERATE,17.7249,78.3599,Telangana,Sangareddy,Nallavally4,
7.1,291.0,194.97,122.0,10.0,0.21,1.0,28.0,97.0,26.0,8.0,13.0,0.0,0,0,0,0,0,0,0,0,SAFE,17.7445,78.1663,Telangana,Sangareddy,Hathnoor,
6.6,2815.0,1886.05,403.0,446.0,0.64,138.0,307.0,1055.0,276.0,89.0,108.0,3.0,0,1,1,0,1,0,1,4,HIGH,18.0948,77.8001,Telangana,Sangareddy,Sanjivraopet,
7.07,840.0,562.8000000000001,415.0,42.0,0.26,33.0,30.0,386.0,86.0,42.0,21.0,1.0,0,1,0,0,0,0,1,2,MODERATE,18.0448,77.6302,Telangana,Sangareddy,Mavinalli1,
7.05,830.0,556.1,403.0,27.0,0.17,22.0,20.0,339.0,78.0,35.0,22.0,0.0,0,1,0,0,0,0,1,2,MODERATE,18.0448,77.6301,Telangana,Sangareddy,Mavinalli2,
7.15,1350.0,904.5,476.0,103.0,1.13,61.0,75.0,403.0,98.0,39.0,119.0,6.0,0,1,1,0,0,0,1,3,HIGH,18.1031,79.0565,Telangana,Siddipet,Buswapuram1,
7.05,1443.0,966.81,537.0,97.0,1.2,48.0,96.0,453.0,90.0,56.0,92.0,3.0,0,1,1,0,0,0,1,3,HIGH,18.126,79.2114,Telangana,Siddipet,Husnabad-1,
7.0,1205.0,807.35,415.0,115.0,0.42,48.0,51.0,403.0,99.0,38.0,40.0,38.0,0,1,1,0,0,0,1,3,HIGH,18.0423,79.2383,Telangana,Siddipet,Katkur Pz,
7.2,1164.0,779.88,439.0,71.0,1.0,38.0,6.0,244.0,57.0,25.0,110.0,5.0,0,1,0,0,0,0,1,2,MODERATE,18.11,79.1153,Telangana,Siddipet,Samudrala Pz,
7.26,654.0,438.18,293.0,15.0,0.77,23.0,39.0,187.0,46.0,18.0,49.0,2.0,0,0,0,0,0,0,0,0,SAFE,18.0079,79.1577,Telangana,Siddipet,Gandipalli Pz,
7.05,860.0,576.2,415.0,15.0,0.43,14.0,26.0,313.0,79.0,28.0,29.0,9.0,0,1,0,0,0,0,1,2,MODERATE,18.2469,79.015,Telangana,Siddipet,Bejjanki Pz,
